                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.1077,                 2.2092,                 2.5028,                0.91311,                0.79355,                0.85337,                0.47196,                 1.5448,                 1.3303,                  1.781,             0.00066616,             0.00066616,             0.00066616
